,employee_id,company_id,dept,seniority,salary,join_date,quit_date
107,426716.0,12,data_science,21,187000.0,2011-10-13,2013-07-12
108,579439.0,2,customer_service,2,33000.0,2011-06-13,2012-05-25
109,1002972,7,temp_contractor,0,5528.0,2009-03-23,2009-06-21
110,1008714,9,temp_contractor,0,7657.0,2009-10-16,2010-01-14
111,1005365,10,temp_contractor,0,6137.0,2008-05-10,2008-08-08
112,390363.0,3,customer_service,13,60000.0,2015-02-02,
113,76752.0,1,data_science,14,211000.0,2015-09-21,
114,1009693,10,temp_contractor,0,5711.0,2010-11-19,2011-02-17
115,435300.0,1,engineer,20,370000.0,12.07.2015,
116,582888.0,1,customer_service,14,80000.0,2013-03-05,2014-02-28
117,1005850,3,temp_contractor,0,6182.0,2010-12-02,2011-03-02
118,312487.0,2,sales,3,53000.0,2014-07-29,2015-01-26
119,549308.0,2,customer_service,28,116000.0,2014-03-10,
120,1005810,5,temp_contractor,0,6091.0,2008-12-08,2009-03-08
121,1000860,6,temp_contractor,0,7608.0,2009-06-22,2009-09-20
122,1009489,6,temp_contractor,0,6427.0,2008-05-01,2008-07-30
123,246828.0,2,design,8,129000.0,2012-03-26,2013-12-13
124,1009245,9,temp_contractor,0,7755.0,2009-08-26,2009-11-24
125,1005233,10,temp_contractor,0,8983.0,2007-07-02,2007-09-30
126,1002488,2,temp_contractor,0,8027.0,2007-09-28,2007-12-27
127,196351.0,3,engineer,8,162000.0,12.01.2014,2015-11-25
128,613554.0,6,marketing,4,35000.0,07.20.2015,
129,881317.0,7,marketing,10,114000.0,11.17.2014,2015-10-09
130,387380.0,10,marketing,11,104000.0,2012-05-14,2014-01-17
131,1003501,2,temp_contractor,0,5720.0,2007-10-26,2008-01-24
132,494280.0,3,engineer,22,247000.0,2014-06-30,
133,958168.0,4,customer_service,14,63000.0,2015-10-19,
134,225951.0,1,engineer,13,190000.0,2013-06-17,2015-07-10
135,562356.0,4,engineer,26,254000.0,04.01.2014,
136,1002044,1,temp_contractor,0,6315.0,2008-06-26,2008-09-24
137,611352.0,3,design,17,160000.0,2012-02-08,2015-08-28
138,891100.0,6,engineer,1,58000.0,2013-04-15,
139,734706.0,4,engineer,15,239000.0,04.21.2015,
140,1000161,4,temp_contractor,0,9201.0,2009-12-19,2010-03-19
141,938223.0,5,marketing,2,44000.0,03.04.2013,2014-03-07
142,566632.0,1,engineer,23,300000.0,2012-08-01,2015-11-27
143,1004631,4,temp_contractor,0,7192.0,2010-01-25,2010-04-25
144,861616.0,3,engineer,12,164000.0,2014-11-03,2015-10-23
145,657238.0,8,design,10,112000.0,2012-03-06,2013-02-08
146,466815.0,3,design,4,44000.0,2015-06-08,
147,748568.0,1,customer_service,12,93000.0,2012-10-15,2015-09-18
148,617694.0,2,sales,1,49000.0,2014-05-12,
149,566025.0,1,customer_service,6,75000.0,2013-11-27,
150,760812.0,7,marketing,17,150000.0,2015-08-18,
151,941216.0,5,marketing,3,40000.0,2012-06-25,2014-10-17
152,990854.0,2,marketing,2,50000.0,09.19.2011,2015-04-17
153,1004825,7,temp_contractor,0,7895.0,2007-03-26,2007-06-24
154,975602.0,8,customer_service,10,62000.0,2014-03-31,2015-03-06
155,935380.0,1,sales,19,170000.0,2014-01-13,2015-01-30
156,497784.0,2,marketing,3,51000.0,2014-09-15,
157,1001590,4,temp_contractor,0,9472.0,2009-11-27,2010-02-25
158,822708.0,2,data_science,27,290000.0,09.21.2015,
159,1008087,10,temp_contractor,0,6699.0,2009-09-24,2009-12-23
160,85624.0,1,customer_service,18,136000.0,2011-03-21,2012-02-17
161,81245.0,1,engineer,27,242000.0,2013-07-08,2014-07-25
162,60390.0,3,engineer,10,161000.0,2015-08-10,
163,553743.0,2,marketing,2,46000.0,06.16.2015,
164,1000118,10,temp_contractor,0,6539.0,2008-06-08,2008-09-06
165,722721.0,3,marketing,15,164000.0,2013-08-19,2015-10-02
166,3113.0,1,design,6,123000.0,2013-02-26,2015-01-23
167,1003658,1,temp_contractor,0,8189.0,2007-06-03,2007-09-01
168,370987.0,9,engineer,19,233000.0,2013-04-29,2014-06-27
169,941419.0,5,design,19,161000.0,2012-11-12,2015-05-08
170,338214.0,1,customer_service,4,29000.0,2014-10-20,
171,856176.0,3,marketing,2,41000.0,04.15.2013,
172,320752.0,1,data_science,17,342000.0,2013-07-23,
173,989675.0,3,engineer,17,242000.0,08.01.2012,2013-08-16
174,883221.0,2,engineer,23,280000.0,2013-06-03,
175,346016.0,1,sales,13,139000.0,2015-10-19,
176,204015.0,2,engineer,9,158000.0,2012-03-19,2013-01-25
177,250539.0,1,engineer,21,297000.0,2015-11-30,
178,1006374,8,temp_contractor,0,9058.0,2009-05-02,2009-07-31
179,1004590,4,temp_contractor,0,6693.0,2007-05-10,2007-08-08
180,343556.0,4,customer_service,21,112000.0,06.08.2015,
181,331231.0,7,engineer,3,58000.0,2013-12-30,2014-12-05
182,290093.0,7,engineer,27,227000.0,2015-04-30,
183,407738.0,4,engineer,13,172000.0,2012-02-23,2014-06-20
184,597480.0,1,customer_service,12,87000.0,2011-04-11,2015-04-24
185,777078.0,6,engineer,1,69000.0,04.01.2013,2014-03-07
186,735741.0,7,customer_service,23,97000.0,05.19.2014,2015-05-22
187,132414.0,4,marketing,12,122000.0,2014-05-05,
188,661319.0,3,sales,13,85000.0,03.27.2013,
189,448414.0,1,customer_service,24,135000.0,02.14.2011,2012-01-27
190,1001609,2,temp_contractor,0,5510.0,2008-06-09,2008-09-07
191,800248.0,5,customer_service,8,70000.0,2014-12-29,
192,727145.0,9,customer_service,4,21000.0,2015-04-27,
193,112078.0,7,data_science,25,245000.0,2012-01-17,2013-02-01
194,699687.0,3,customer_service,3,,2014-10-13,
195,193427.0,7,design,10,111000.0,01.09.2012,2014-01-03
196,216964.0,6,design,23,152000.0,12.07.2015,
197,507894.0,1,engineer,14,188000.0,03.07.2011,2012-05-04
198,1000921,9,temp_contractor,0,6015.0,2007-07-17,2007-10-15
199,348394.0,1,sales,9,136000.0,2014-08-18,2015-06-26
200,169675.0,1,customer_service,23,126000.0,2011-12-12,2013-09-20
201,1000401,5,temp_contractor,0,5512.0,2008-05-26,2008-08-24
202,270350.0,4,engineer,26,199000.0,2013-07-15,2015-05-08
203,59489.0,2,data_science,24,337000.0,2014-11-19,
204,407672.0,1,marketing,24,190000.0,04.14.2014,
205,1001519,9,temp_contractor,0,5032.0,2007-05-03,2007-08-01
206,541780.0,8,engineer,6,172000.0,2014-04-21,2015-04-17
207,450368.0,3,data_science,7,131000.0,10.15.2012,2014-11-07
208,906945.0,3,marketing,14,109000.0,2012-12-24,
209,543139.0,1,customer_service,18,109000.0,2011-06-07,2014-04-17
210,349145.0,8,customer_service,26,107000.0,2012-02-23,
211,835010.0,1,engineer,27,302000.0,2015-08-10,
212,1007886,6,temp_contractor,0,5942.0,2008-08-19,2008-11-17
213,473195.0,5,engineer,25,238000.0,2014-12-29,
214,116511.0,7,marketing,2,45000.0,2014-08-04,
215,902515.0,3,engineer,6,168000.0,2013-01-07,2014-02-21
216,760218.0,4,marketing,11,124000.0,09.21.2015,
217,698888.0,5,engineer,20,193000.0,2013-12-02,2014-12-19
218,167967.0,6,customer_service,5,67000.0,06.27.2011,2014-07-11
219,513095.0,9,customer_service,3,21000.0,2015-11-23,
220,977862.0,4,customer_service,27,102000.0,2015-01-20,
221,1000744,7,temp_contractor,0,9785.0,2010-05-24,2010-08-22
222,1006752,6,temp_contractor,0,7399.0,2008-06-08,2008-09-06
223,1005329,9,temp_contractor,0,8876.0,2007-08-13,2007-11-11
224,168850.0,11,engineer,5,130000.0,2014-02-10,2015-01-30
225,1004788,5,temp_contractor,0,6835.0,2007-12-16,2008-03-15
226,167119.0,1,customer_service,14,69000.0,2011-02-14,2013-02-22
227,1005521,8,temp_contractor,0,5796.0,2008-10-07,2009-01-05
228,671182.0,1,customer_service,9,88000.0,09.22.2014,2015-08-13
229,451505.0,6,data_science,19,274000.0,08.26.2013,
230,1003425,8,temp_contractor,0,8374.0,2009-05-27,2009-08-25
231,1003796,3,temp_contractor,0,6249.0,2007-08-17,2007-11-15
232,69989.0,3,data_science,16,242000.0,2012-04-17,2013-05-17
233,297373.0,1,marketing,15,212000.0,2013-01-22,2013-11-01
234,461699.0,5,customer_service,8,69000.0,2011-04-11,2012-03-02
235,1002630,1,temp_contractor,0,8731.0,2009-02-16,2009-05-17
236,189073.0,2,sales,9,120000.0,2014-07-21,
237,244440.0,7,marketing,7,87000.0,2013-07-16,2014-06-20
238,392451.0,2,customer_service,23,102000.0,2013-07-25,
239,466501.0,2,marketing,2,54000.0,2011-09-19,2015-02-20
240,748816.0,10,customer_service,1,23000.0,2015-07-21,
241,462206.0,2,marketing,20,198000.0,2015-04-06,
242,1007525,7,temp_contractor,0,9619.0,2009-04-13,2009-07-12
243,259374.0,1,data_science,7,188000.0,2011-02-07,2014-04-25
244,1001205,9,temp_contractor,0,9957.0,2009-12-10,2010-03-10
245,210853.0,7,customer_service,4,,2012-09-10,2013-10-04
246,1001365,9,temp_contractor,0,8033.0,2010-04-23,2010-07-22
247,46546.0,1,data_science,3,79000.0,2014-08-11,2015-07-10
248,865792.0,2,sales,22,196000.0,2012-12-24,
249,1008603,1,temp_contractor,0,5838.0,2009-04-06,2009-07-05
250,1004903,9,temp_contractor,0,6901.0,2007-05-22,2007-08-20
251,1004368,8,temp_contractor,0,5180.0,2010-11-21,2011-02-19
252,284479.0,5,engineer,13,145000.0,12.31.2012,
253,501778.0,9,sales,8,108000.0,04.18.2012,
254,708199.0,7,customer_service,26,99000.0,2012-12-03,2015-06-26
255,77634.0,7,customer_service,19,114000.0,2012-10-16,2013-10-25
256,1002181,3,temp_contractor,0,6709.0,2010-12-08,2011-03-08
257,583300.0,5,data_science,14,129000.0,2015-02-17,
258,789824.0,2,sales,19,172000.0,04.06.2015,
259,1005470,1,temp_contractor,0,6514.0,2008-07-07,2008-10-05
260,772688.0,6,marketing,3,41000.0,2012-10-08,2015-10-15
261,938132.0,8,sales,19,160000.0,02.14.2011,2013-02-15
262,966287.0,2,marketing,9,118000.0,2015-03-23,
263,1003747,4,temp_contractor,0,8794.0,2010-07-14,2010-10-12
264,728946.0,4,customer_service,18,107000.0,2015-03-16,
265,540312.0,7,sales,27,157000.0,2013-02-25,
266,160229.0,8,sales,10,123000.0,07.25.2011,2015-11-27
267,169768.0,2,engineer,28,316000.0,11.11.2013,
268,1006617,5,temp_contractor,0,9314.0,2009-12-27,2010-03-27
269,782517.0,7,customer_service,23,115000.0,05.29.2012,2013-06-28
270,1007466,5,temp_contractor,0,6573.0,2009-07-16,2009-10-14
271,100629.0,9,engineer,16,226000.0,09.06.2011,2012-07-27
272,70202.0,1,design,10,140000.0,2012-04-23,2015-04-24
273,271911.0,3,customer_service,3,24000.0,2014-07-14,
274,1008946,5,temp_contractor,0,5809.0,2009-02-21,2009-05-22
275,971320.0,2,customer_service,29,135000.0,2011-10-10,2012-11-30
276,1006717,6,temp_contractor,0,9099.0,2007-02-18,2007-05-19
277,896632.0,3,engineer,12,156000.0,02.06.2012,2013-04-05
278,925073.0,3,sales,17,181000.0,2014-01-22,
279,512216.0,1,data_science,9,171000.0,2011-08-29,2014-08-01
280,1006528,5,temp_contractor,0,8405.0,2009-01-09,2009-04-09
281,1004713,4,temp_contractor,0,6848.0,2009-12-25,2010-03-25
282,1003199,6,temp_contractor,0,5792.0,2008-12-11,2009-03-11
283,686236.0,8,sales,22,181000.0,05.03.2011,2014-08-01
284,1008014,4,temp_contractor,0,6281.0,2010-02-26,2010-05-27
285,884266.0,6,sales,6,100000.0,2013-09-23,2014-09-12
286,1003592,3,temp_contractor,0,8169.0,2009-12-10,2010-03-10
287,1005036,7,temp_contractor,0,8642.0,2008-02-18,2008-05-18
288,1001869,4,temp_contractor,0,8118.0,2009-08-23,2009-11-21
289,1000243,7,temp_contractor,0,5782.0,2010-07-28,2010-10-26
290,1002374,5,temp_contractor,0,7042.0,2009-04-26,2009-07-25
291,180137.0,5,customer_service,21,110000.0,2011-10-17,2012-10-19
292,979339.0,5,customer_service,16,91000.0,06.24.2013,2014-07-11
293,968758.0,2,customer_service,26,100000.0,08.24.2015,
294,404891.0,6,design,10,111000.0,05.12.2014,
295,8531.0,8,marketing,22,160000.0,2013-08-26,2014-09-19
296,626216.0,7,engineer,2,64000.0,2014-07-28,2015-06-12
297,115098.0,1,engineer,14,202000.0,12.10.2012,
298,389908.0,1,sales,4,52000.0,2011-03-07,2014-01-03
299,315350.0,9,customer_service,6,68000.0,2014-09-15,2015-09-25
300,1005419,2,temp_contractor,0,8966.0,2010-10-28,2011-01-26
301,1008409,5,temp_contractor,0,8661.0,2009-10-06,2010-01-04
302,762085.0,6,engineer,6,177000.0,07.08.2013,2015-09-04
303,1006776,5,temp_contractor,0,5014.0,2007-08-23,2007-11-21
304,1006648,2,temp_contractor,0,9157.0,2008-08-22,2008-11-20
305,370756.0,3,customer_service,7,62000.0,2012-02-06,2015-05-22
306,226949.0,10,data_science,16,232000.0,2014-11-10,
307,350482.0,2,customer_service,24,125000.0,2011-12-27,2013-01-11
308,1009753,6,temp_contractor,0,7154.0,2007-04-18,2007-07-17
309,992920.0,1,sales,4,42000.0,2013-01-23,
310,63729.0,1,marketing,5,,2012-03-19,2013-05-31
311,405227.0,8,customer_service,17,103000.0,06.18.2012,2014-06-13
312,170012.0,7,engineer,4,57000.0,11.03.2014,
313,547056.0,9,customer_service,29,90000.0,11.08.2011,2012-11-16
314,1004018,5,temp_contractor,0,9315.0,2009-09-12,2009-12-11
315,1004790,4,temp_contractor,0,9461.0,2009-11-01,2010-01-30
316,654068.0,1,design,24,203000.0,2014-09-15,
317,1008985,2,temp_contractor,0,5093.0,2008-07-09,2008-10-07
318,1006239,1,temp_contractor,0,9699.0,2008-04-08,2008-07-07
319,963082.0,3,customer_service,9,67000.0,07.01.2013,2014-07-18
320,951861.0,7,marketing,4,39000.0,2013-10-15,2015-07-24
321,657846.0,7,customer_service,15,80000.0,06.13.2011,2013-05-15
322,870494.0,1,customer_service,27,97000.0,05.09.2011,2013-03-22
323,1001009,7,temp_contractor,0,9625.0,2009-06-26,2009-09-24
324,962987.0,1,customer_service,21,127000.0,2013-11-04,2014-07-25
325,432414.0,1,marketing,16,202000.0,2015-07-06,
326,480462.0,10,customer_service,12,61000.0,2015-02-17,
327,17389.0,1,customer_service,18,119000.0,04.27.2015,
328,577250.0,4,engineer,28,157000.0,2011-02-07,2012-03-23
329,1003667,7,temp_contractor,0,9169.0,2009-08-24,2009-11-22
330,493446.0,3,sales,12,102000.0,05.08.2012,
331,1001222,4,temp_contractor,0,6743.0,2009-07-21,2009-10-19
332,685651.0,4,engineer,10,143000.0,2015-08-03,
333,709983.0,7,data_science,19,261000.0,04.29.2013,2015-04-24
334,1001542,1,temp_contractor,0,8996.0,2009-04-19,2009-07-18
335,126574.0,3,customer_service,26,108000.0,2012-12-31,2014-01-17
336,838813.0,8,marketing,9,111000.0,2014-08-11,2015-09-04
337,132708.0,3,customer_service,22,98000.0,04.27.2015,
338,385392.0,2,marketing,17,148000.0,2013-12-05,2014-10-10
339,1004156,3,temp_contractor,0,8986.0,2010-10-05,2011-01-03
340,250943.0,4,engineer,12,165000.0,2011-10-10,2013-12-06
341,1003087,3,temp_contractor,0,7235.0,2008-08-04,2008-11-02
342,66772.0,1,customer_service,21,108000.0,2011-12-05,
343,1002777,5,temp_contractor,0,9594.0,2008-08-13,2008-11-11
344,371588.0,5,sales,24,165000.0,2013-04-08,2015-04-10
345,645370.0,2,data_science,3,80000.0,2013-01-14,2015-03-13
346,106845.0,1,marketing,7,115000.0,2014-08-25,2015-10-09
347,710139.0,2,sales,11,146000.0,12.31.2012,2014-09-05
348,1009600,10,temp_contractor,0,6728.0,2007-03-23,2007-06-21
349,103700.0,2,customer_service,12,70000.0,2013-12-16,
350,391882.0,9,data_science,8,164000.0,2015-03-30,
351,770629.0,7,customer_service,1,23000.0,2013-12-23,2015-01-16
352,265862.0,4,marketing,20,149000.0,2015-07-06,
353,388892.0,10,marketing,17,158000.0,2015-04-06,
354,1000986,3,temp_contractor,0,5494.0,2007-06-03,2007-09-01
355,1005404,3,temp_contractor,0,7898.0,2009-02-10,2009-05-11
356,15105.0,1,sales,16,209000.0,04.15.2014,2015-04-10
357,1003786,10,temp_contractor,0,9805.0,2009-07-18,2009-10-16
358,959325.0,8,customer_service,20,108000.0,2015-03-09,
359,65448.0,3,data_science,20,177000.0,07.16.2012,2015-08-07
360,473500.0,1,customer_service,25,143000.0,08.04.2014,
361,1001634,8,temp_contractor,0,8495.0,2010-08-26,2010-11-24
362,357461.0,8,engineer,8,161000.0,02.17.2015,
363,413501.0,1,customer_service,27,105000.0,2012-08-13,2014-12-05
364,512711.0,1,marketing,15,218000.0,2012-06-11,2014-10-24
365,176643.0,3,data_science,5,163000.0,2014-07-07,
366,698252.0,3,data_science,12,153000.0,2015-01-20,
367,880510.0,3,data_science,5,166000.0,2014-10-13,2015-09-04
368,1003179,8,temp_contractor,0,8562.0,2009-11-26,2010-02-24
369,660969.0,1,customer_service,23,126000.0,03.10.2014,
370,1001053,10,temp_contractor,0,6821.0,2009-07-02,2009-09-30
371,865376.0,2,engineer,10,222000.0,2015-09-28,
372,728914.0,4,customer_service,28,82000.0,07.02.2012,2014-04-04
373,454466.0,1,marketing,15,196000.0,04.28.2014,
374,1000261,6,temp_contractor,0,5205.0,2007-10-27,2008-01-25
375,3907.0,9,engineer,23,230000.0,2011-05-02,2014-01-31
376,1003307,10,temp_contractor,0,8795.0,2010-05-04,2010-08-02
377,810226.0,2,customer_service,5,69000.0,2015-08-10,
378,727622.0,1,engineer,10,141000.0,2011-06-13,2012-06-01
379,971718.0,1,customer_service,10,65000.0,2013-12-16,
380,1004797,9,temp_contractor,0,7168.0,2009-05-19,2009-08-17
381,1002800,10,temp_contractor,0,9193.0,2010-12-04,2011-03-04
382,330539.0,1,customer_service,6,62000.0,2013-01-22,
383,595211.0,5,engineer,11,179000.0,2014-09-16,
384,652611.0,5,customer_service,15,99000.0,2012-05-29,2015-07-24
385,280586.0,3,customer_service,12,66000.0,2015-04-13,
386,1007847,9,temp_contractor,0,9639.0,2009-05-02,2009-07-31
387,807289.0,1,data_science,16,319000.0,2011-03-14,2012-01-27
388,1000468,7,temp_contractor,0,8254.0,2008-12-24,2009-03-24
389,1006828,4,temp_contractor,0,7614.0,2010-08-03,2010-11-01
390,493308.0,1,marketing,11,148000.0,2011-10-10,2012-12-21
391,70659.0,2,customer_service,17,141000.0,08.04.2014,
392,640259.0,3,customer_service,23,85000.0,07.15.2014,2015-08-07
393,381734.0,2,customer_service,7,86000.0,10.03.2011,2014-05-30
394,1005512,4,temp_contractor,0,8468.0,2008-08-02,2008-10-31
395,756385.0,7,engineer,20,264000.0,2013-11-04,
396,425917.0,1,customer_service,2,26000.0,2013-09-23,2014-09-05
397,1006744,2,temp_contractor,0,7165.0,2008-12-27,2009-03-27
398,1002004,6,temp_contractor,0,8745.0,2007-09-28,2007-12-27
399,712957.0,2,data_science,7,200000.0,2013-03-14,
400,814453.0,9,marketing,5,111000.0,2014-12-15,2015-10-30
401,927134.0,6,design,6,110000.0,11.18.2013,2015-10-09
402,325787.0,3,customer_service,20,85000.0,10.22.2012,
403,1008453,2,temp_contractor,0,9436.0,2009-06-05,2009-09-03
404,494254.0,4,customer_service,6,68000.0,2015-05-11,
405,651007.0,2,customer_service,10,79000.0,2015-04-27,
406,647563.0,1,customer_service,12,85000.0,2012-07-23,2014-06-20
407,712191.0,1,engineer,1,80000.0,2015-05-26,
408,257549.0,1,customer_service,2,30000.0,2015-08-17,
409,993008.0,1,sales,24,159000.0,03.09.2015,
410,488795.0,8,customer_service,12,60000.0,2011-05-16,2014-05-16
411,821118.0,1,customer_service,28,129000.0,03.17.2014,2015-04-10
412,1006299,6,temp_contractor,0,9495.0,2009-07-21,2009-10-19
413,874774.0,1,data_science,6,237000.0,02.21.2012,2013-03-01
414,92219.0,1,design,28,191000.0,11.11.2013,
415,854854.0,1,data_science,12,191000.0,2014-02-10,
416,1004472,7,temp_contractor,0,5862.0,2009-10-09,2010-01-07
417,304666.0,1,customer_service,4,34000.0,06.02.2015,
418,918775.0,1,customer_service,3,30000.0,2012-11-12,2014-09-26
419,1004317,8,temp_contractor,0,8932.0,2008-08-17,2008-11-15
420,907827.0,1,marketing,15,170000.0,03.28.2011,2012-12-21
421,948653.0,4,engineer,26,268000.0,2012-09-17,
422,1001447,9,temp_contractor,0,8073.0,2009-08-27,2009-11-25
423,725836.0,8,data_science,18,213000.0,2011-01-31,2015-02-27
424,761352.0,1,sales,10,149000.0,2014-05-27,2015-06-12
425,1007785,3,temp_contractor,0,9289.0,2009-08-13,2009-11-11
